start_time,end_time,note_value,velocity,instrument_program_number
28.672132,28.784628,84,79,0
28.897121,29.005817,86,78,0
29.005817,29.114513,84,71,0
29.114513,29.22321,83,74,0
29.22321,29.32647,81,68,0
29.331903,29.446566,81,69,0
29.446566,29.561228,79,63,0
29.561228,29.691866,77,67,0
29.691866,29.822506,76,64,0
29.822506,30.488777,79,68,0
30.488777,30.710867,76,67,0
30.710867,31.162336,74,61,0
31.62583,31.849377,73,60,0
31.849377,32.072926,74,56,0
32.072926,32.18118,72,55,0
32.18118,32.289436,71,52,0
32.289436,32.397694,69,55,0
32.397694,32.50595,67,53,0
32.50595,32.729496,73,61,0
32.729496,32.953045,74,59,0
32.953045,33.0613,72,55,0
33.0613,33.169556,71,52,0
33.169556,33.291687,69,55,0
33.291687,33.413815,67,53,0
33.413815,33.6403,75,64,0
33.6403,33.866783,76,60,0
33.866783,33.980026,76,63,0
34.093266,34.20651,76,57,0
34.31975,34.764393,76,63,0
35.084312,35.190952,69,64,0
35.190952,35.844074,81,82,0
35.844074,35.91664,79,72,0
35.91664,35.989212,78,69,0
35.989212,36.06178,76,66,0
36.06178,36.300747,74,80,0
36.300747,36.41473,86,75,0
36.52871,36.642693,86,78,0
36.756676,36.876846,86,74,0
36.99702,37.56893,86,85,0
37.56893,37.689106,83,70,0
37.689106,37.80928,86,73,0
37.80928,37.92945,83,70,0
37.92945,38.38119,79,72,0
38.854095,39.078915,73,60,0
39.078915,39.303738,74,58,0
39.303738,39.41199,72,54,0
39.41199,39.52025,71,51,0
39.52025,39.628506,69,54,0
39.628506,39.736763,67,52,0
39.736763,39.847805,73,54,0
39.847805,39.95885,74,53,0
39.95885,40.069897,76,55,0
40.069897,40.180943,74,57,0
40.180943,40.2892,72,56,0
40.2892,40.397457,71,55,0
40.397457,40.519585,69,54,0
40.519585,40.641716,67,54,0
40.641716,40.87055,75,64,0
40.87055,41.093662,76,63,0
41.09938,41.2138,76,63,0
41.328213,41.44263,76,60,0
41.55705,42.011456,76,63,0
42.443855,42.573578,81,77,0
42.551956,42.68168,83,71,0
42.660057,42.78978,84,77,0
42.768158,42.897877,83,72,0
42.87626,43.005978,81,78,0
42.98436,43.11408,79,74,0
43.09246,43.22218,78,78,0
43.200558,43.33028,76,73,0
43.30866,43.43838,74,73,0
43.41676,43.546482,78,75,0
43.52486,43.65458,81,77,0
43.63296,43.76268,79,72,0
43.741062,43.87078,78,75,0
43.849163,43.97888,76,72,0
43.957264,44.086983,74,74,0
44.06536,44.19611,72,67,0
44.173462,44.39995,71,78,0
44.62643,44.683052,72,67,0
44.683052,44.73967,74,63,0
44.73967,44.79629,72,67,0
44.79629,44.852913,74,63,0
44.852913,44.909534,72,67,0
44.92841,45.003902,71,76,0
45.003902,45.079395,72,72,0
45.079395,45.29591,74,81,0
45.801105,45.883587,76,53,0
45.883587,45.955757,78,53,0
45.955757,46.388783,79,61,0
46.388783,46.713554,79,56,0
46.713554,46.821808,79,54,0
46.821808,47.254833,79,56,0
47.254833,47.36309,78,55,0
47.36309,47.471348,76,52,0
47.471348,47.579605,74,53,0
47.579605,47.68786,72,51,0
47.68786,47.90995,71,77,0
48.132042,48.187565,72,67,0
48.187565,48.243088,74,63,0
48.243088,48.29861,72,67,0
48.29861,48.35413,74,63,0
48.35413,48.409653,72,67,0
48.42816,48.502193,71,76,0
48.502193,48.57622,72,72,0
48.57622,48.792736,74,82,0
49.29793,49.377586,76,53,0
49.377586,49.45724,78,51,0
49.45724,49.89027,79,61,0
49.89027,50.21504,79,55,0
50.21504,50.323296,79,54,0
50.323296,50.75632,79,55,0
50.75632,50.864574,78,54,0
50.864574,50.97283,76,53,0
50.97283,51.08109,74,54,0
51.08109,51.189346,72,50,0
51.189346,51.305626,71,79,0
51.4219,51.55181,79,70,0
51.53016,51.66007,81,72,0
51.638416,51.768322,83,76,0
51.746674,51.87658,81,72,0
51.854927,51.984837,79,77,0
51.963184,52.093094,78,72,0
52.07144,52.201347,76,77,0
52.1797,52.310204,74,72,0
52.288414,52.41953,72,77,0
52.3976,52.529316,71,72,0
52.507248,52.639656,69,74,0
52.617588,52.75061,67,72,0
52.7284,52.86204,66,75,0
52.839687,52.976517,64,69,0
52.951942,53.19768,62,81,0
53.443424,54.36735,60,89,0
54.36735,54.82932,59,72,0
55.060303,55.168556,57,55,0
55.276814,55.38507,60,55,0
55.49333,55.60158,64,53,0
55.70984,55.926353,68,55,0
55.926353,56.142864,69,53,0
56.142864,56.368732,72,55,0
56.368732,56.594604,76,54,0
56.594604,56.827164,76,63,0
56.827164,57.04034,67,55,0
57.05972,57.963432,67,55,0
57.963432,58.188423,71,56,0
58.188423,58.41341,69,54,0
57.963432,58.41341,66,56,0
58.41341,58.87853,67,54,0
59.343643,59.560158,74,75,0
59.560158,59.77667,71,67,0
59.77667,59.993183,79,54,0
59.993183,60.102833,78,53,0
60.21248,60.32213,76,51,0
60.431778,60.541428,74,49,0
60.651077,60.760727,72,48,0
60.870377,60.980022,71,50,0
61.089672,61.311764,69,53,0
61.533855,61.755943,71,54,0
61.978035,62.201584,74,58,0
62.201584,62.42513,73,54,0
62.42513,62.648678,72,51,0
62.872223,63.088737,71,51,0
63.088737,63.30525,72,54,0
63.30525,63.521763,74,57,0
63.521763,63.630016,75,59,0
63.738274,63.8049,76,49,0
63.8049,63.87153,78,51,0
63.87153,63.938156,76,54,0
63.938156,64.00478,78,56,0
64.00478,64.07141,76,58,0
64.07141,64.179665,78,62,0
64.179665,64.287926,79,68,0
64.39618,64.50443,78,64,0
64.61269,64.72095,76,63,0
64.8292,64.93769,74,59,0
65.04664,65.15559,72,60,0
65.26501,65.38204,71,56,0
65.49462,65.8321,74,64,0
65.8321,65.944595,71,59,0
65.944595,66.18,69,55,0
66.415405,66.74017,74,86,0
66.74017,66.794304,76,81,0
66.794304,66.848434,78,78,0
66.848434,67.06495,79,86,0
67.06495,67.1732,78,62,0
67.281456,67.38972,76,62,0
67.49797,67.60623,74,58,0
67.714485,67.82274,72,62,0
67.931,68.03925,71,57,0
68.14751,68.368195,69,63,0
68.58888,68.80956,71,70,0
69.03025,69.25094,72,72,0
69.47209,69.69418,73,78,0
69.917244,70.14079,74,83,0
70.365776,70.59126,75,83,0
70.81775,71.15969,76,87,0
71.15969,71.26795,64,82,0
71.26795,71.597824,72,72,0
71.597824,71.70936,69,72,0
72.10309,72.15933,71,57,0
71.70936,72.15933,67,69,0
72.15933,72.59236,66,63,0
72.15933,72.59236,69,63,0
72.59236,73.02538,67,71,0
73.13364,73.2419,79,74,0
73.2419,73.35015,81,77,0
73.35015,73.45841,79,73,0
73.45841,73.566666,76,78,0
73.566666,73.67492,79,74,0
73.67492,73.78318,81,77,0
73.78318,73.89143,79,74,0
73.89143,73.99969,84,81,0
73.99969,74.10795,79,76,0
74.10795,74.2162,76,78,0
74.2162,74.32446,72,73,0
74.32446,74.43695,79,83,0
74.549446,74.66194,79,81,0
74.88269,74.99095,79,73,0
74.99095,75.099205,81,77,0
75.099205,75.207466,79,73,0
75.207466,75.31572,76,78,0
75.31572,75.42397,79,74,0
75.42397,75.532234,81,76,0
75.532234,75.64049,79,74,0
75.64049,75.74874,84,81,0
75.74874,75.857,79,75,0
75.857,75.965256,76,77,0
75.965256,76.07352,72,73,0
76.07352,76.18529,79,84,0
76.29706,76.40884,79,82,0
76.62887,76.73712,74,55,0
76.73712,76.845375,78,55,0
76.845375,76.953636,74,53,0
76.953636,77.06468,79,59,0
77.17573,77.286766,79,59,0
77.50607,77.61433,74,54,0
77.61433,77.72258,78,54,0
77.72258,77.83084,74,52,0
77.83084,77.94189,79,59,0
78.05293,78.16398,79,59,0
78.38328,78.49153,74,67,0
78.49153,78.59979,81,71,0
78.59979,78.708046,74,69,0
78.708046,78.8163,83,75,0
78.8163,78.92502,74,73,0
78.92502,79.0342,83,79,0
79.0342,79.14385,74,76,0
79.14385,79.254425,84,83,0
79.254425,79.36547,74,81,0
79.36547,79.47725,84,88,0
79.47725,79.5895,74,84,0
79.5895,79.81599,86,91,0
79.81599,80.042465,83,79,0
80.042465,80.26895,79,84,0
80.26895,80.49544,83,73,0
80.49544,80.72192,74,78,0
80.72192,80.9484,79,70,0
80.9484,81.17489,71,72,0
81.17489,81.40137,74,68,0
81.40137,81.622055,69,60,0
81.622055,81.84274,76,63,0
81.84274,81.95309,74,63,0
81.95309,82.06342,72,60,0
82.06342,82.17377,71,63,0
82.17377,82.28411,69,60,0
82.28411,82.737076,67,63,0
82.737076,82.79747,66,60,0
82.79747,82.85787,67,63,0
82.85787,82.91827,66,60,0
82.91827,82.97866,67,63,0
82.97866,83.039055,66,63,0
83.039055,83.11455,64,63,0
83.11455,83.19005,66,60,0
83.19005,83.62307,67,77,0
83.73133,83.839584,79,74,0
83.839584,83.94784,81,77,0
83.94784,84.0561,79,75,0
84.0561,84.16435,76,81,0
84.16435,84.272606,79,75,0
84.272606,84.38087,81,79,0
84.38087,84.48912,79,75,0
84.48912,84.59738,84,81,0
84.59738,84.705635,79,78,0
84.705635,84.81389,76,79,0
84.81389,84.92215,72,75,0
84.92215,85.03392,79,84,0
85.14569,85.25747,79,81,0
85.4775,85.585754,79,75,0
85.585754,85.69401,81,77,0
85.69401,85.80227,79,73,0
85.80227,85.91052,76,81,0
85.91052,86.018776,79,75,0
86.018776,86.12704,81,78,0
86.12704,86.23529,79,77,0
86.23529,86.34355,84,81,0
86.34355,86.451805,79,76,0
86.451805,86.56006,76,78,0
86.56006,86.66832,72,75,0
86.66832,86.779366,79,84,0
86.89041,87.00146,79,82,0
87.22076,87.32901,74,54,0
87.32901,87.43727,78,54,0
87.43727,87.545525,74,50,0
87.545525,87.65657,79,56,0
87.76762,87.87866,79,57,0
88.09796,88.206215,74,54,0
88.206215,88.314476,78,54,0
88.314476,88.42273,74,50,0
88.42273,88.53451,79,57,0
88.64628,88.75805,79,57,0
88.97808,89.086334,74,67,0
89.086334,89.194595,81,71,0
89.194595,89.30285,74,66,0
89.30285,89.41111,83,75,0
89.41111,89.51982,74,73,0
89.51982,89.629005,83,81,0
89.629005,89.738655,74,77,0
89.738655,89.849236,84,84,0
89.849236,89.96027,74,82,0
89.96027,90.07205,84,90,0
90.07205,90.1843,74,85,0
90.1843,90.29608,86,94,0
90.29608,90.40785,83,85,0
90.40785,90.51962,86,89,0
90.51962,90.6314,83,83,0
90.6314,90.74317,79,87,0
90.74317,90.85494,83,81,0
90.85494,90.96672,79,85,0
90.96672,91.07849,83,81,0
91.07849,91.19027,74,86,0
91.19027,91.30204,79,80,0
91.30204,91.41381,74,81,0
91.41381,91.52559,79,74,0
91.52559,91.63736,71,73,0
91.63736,91.74913,74,68,0
91.74913,91.86091,71,68,0
91.86091,91.97268,74,63,0
91.97268,92.08896,69,54,0
92.08896,92.20524,76,51,0
92.20524,92.32152,75,54,0
92.32152,92.4378,76,52,0
92.4378,92.55408,74,54,0
92.55408,92.67036,72,51,0
92.67036,92.78664,71,54,0
92.78664,92.902916,69,52,0
92.902916,93.35588,67,63,0
93.35588,93.416275,66,60,0
93.416275,93.47667,67,63,0
93.47667,93.53707,66,60,0
93.53707,93.598915,67,63,0
93.598915,93.66513,66,63,0
93.66513,93.7479,64,63,0
93.7479,93.830666,66,60,0
93.830666,94.16947,67,86,0
94.16947,94.28241,62,81,0
94.28241,94.62121,71,86,0
94.62121,94.734146,67,81,0
94.734146,94.973305,74,87,0
95.21246,95.34237,81,54,0
95.32072,95.45062,79,51,0
95.42898,95.55888,78,54,0
95.53723,95.667694,76,52,0
95.645485,95.86758,74,57,0
96.08967,96.219574,76,54,0
96.19792,96.327835,74,51,0
96.30618,96.43609,72,54,0
96.41444,96.54491,71,51,0
96.5227,96.74478,69,57,0
96.96687,97.09679,74,56,0
97.075134,97.20504,72,56,0
97.18339,97.31329,71,56,0
97.29164,97.4224,69,53,0
97.3999,97.5124,67,84,0
97.5124,97.62489,62,80,0
97.62489,97.73738,67,84,0
97.73738,97.84988,62,80,0
97.84988,97.96237,71,84,0
97.96237,98.07487,67,80,0
98.07487,98.18736,71,84,0
98.18736,98.29986,67,80,0
98.29986,98.54289,74,84,0
98.78592,98.91583,81,55,0
98.89418,99.024086,79,52,0
99.00243,99.13234,78,55,0
99.11069,99.24159,76,52,0
99.21895,99.33219,74,58,0
99.445435,99.55867,74,58,0
99.67191,99.80182,76,54,0
99.780174,99.91008,74,51,0
99.88843,100.01833,72,54,0
99.99668,100.12701,71,50,0
100.10494,100.21625,69,57,0
100.32949,100.44273,69,57,0
100.55598,100.68588,74,55,0
100.66423,100.794136,72,53,0
100.772484,100.9024,71,55,0
100.880745,101.013306,69,52,0
100.989,101.47507,67,58,0
101.47507,101.72789,62,54,0
101.47507,101.72789,71,54,0
101.98071,102.22375,59,56,0
101.98071,102.22375,67,56,0
102.954765,103.183365,79,79,0
103.41389,104.09048,79,71,0
104.09048,104.19873,77,71,0
104.19873,104.301575,76,69,0
104.30699,104.415245,76,70,0
104.415245,104.5235,74,64,0
104.5235,104.63176,72,67,0
104.63176,104.74001,71,66,0
104.74001,104.823296,72,47,0
104.81404,104.89733,74,49,0
104.88808,104.97136,72,55,0
104.962105,105.04539,74,52,0
105.03613,105.119415,72,57,0
105.11017,105.19345,74,51,0
105.1842,105.26748,72,59,0
105.258224,105.34151,74,56,0
105.33225,105.44237,72,63,0
105.40629,105.51454,74,62,0
105.51454,105.622795,76,63,0
105.622795,106.070694,67,69,0
106.50916,106.62093,79,77,0
106.73271,106.84448,79,73,0
106.95625,107.6269,79,69,0
107.6269,107.73515,77,64,0
107.73515,107.838,76,61,0
107.84341,107.95167,76,64,0
107.95167,108.05992,74,60,0
108.05992,108.16818,72,61,0
108.16818,108.276436,71,60,0
108.276436,108.35972,72,47,0
108.350464,108.43375,74,49,0
108.4245,108.50778,72,55,0
108.49853,108.58181,74,52,0
108.572556,108.65584,72,57,0
108.64658,108.72987,74,51,0
108.72062,108.8039,72,59,0
108.79465,108.87793,74,56,0
108.868675,108.97879,72,63,0
108.9427,109.050964,74,62,0
109.050964,109.15922,76,63,0
109.15922,109.60386,67,62,0
110.039276,110.141014,69,54,0
110.242744,110.34448,72,53,0
110.44622,110.54796,77,54,0
110.6497,110.76435,81,52,0
110.87901,111.09512,84,58,0
111.74267,111.8458,67,56,0
111.94894,112.05207,72,54,0
112.155205,112.25699,76,56,0
112.358765,112.471695,79,53,0
112.58463,112.80074,84,61,0
113.34101,113.44906,67,63,0
113.44906,114.745705,79,83,0
114.745705,114.81774,77,60,0
114.81774,114.88978,79,68,0
114.88978,114.961815,77,68,0
114.961815,115.06986,76,76,0
115.06986,115.17792,77,71,0
115.17792,115.6279,75,78,0
115.6279,116.06092,76,76,0
116.91195,117.12379,69,57,0
117.12379,117.2297,72,57,0
117.2297,117.33562,69,52,0
117.33562,117.43467,77,57,0
117.43467,117.533714,72,51,0
117.533714,117.63277,81,55,0
117.63277,117.73182,77,50,0
117.73182,117.95414,84,63,0
118.60589,118.817726,67,59,0
118.817726,118.92364,72,59,0
118.92364,119.02956,67,53,0
119.02956,119.12861,76,59,0
119.12861,119.22765,72,52,0
119.22765,119.326706,79,57,0
119.326706,119.42575,76,50,0
119.42575,119.64654,84,63,0
120.29972,120.513,81,85,0
120.513,120.72628,79,74,0
120.72628,120.832924,77,79,0
120.93956,121.0462,76,73,0
121.15284,121.36612,76,85,0
121.36612,121.5794,74,73,0
121.5794,121.68604,72,79,0
121.79269,121.89932,71,73,0
122.00597,122.13568,72,82,0
122.11407,122.24378,67,69,0
122.22216,122.35188,69,70,0
122.33026,122.459984,71,68,0
122.43836,122.568085,72,73,0
122.54646,122.676186,74,72,0
122.654564,122.78429,76,76,0
122.762665,122.89239,77,74,0
122.870766,123.00049,79,77,0
122.97887,123.10859,81,72,0
123.08697,123.21669,83,77,0
123.19507,123.30317,84,71,0
123.30317,123.415665,79,75,0
123.52815,123.64065,79,72,0
123.86564,123.978134,79,54,0
123.978134,124.09063,81,54,0
124.09063,124.203125,79,51,0
124.31562,124.42811,77,54,0
124.42811,124.5406,79,54,0
124.5406,124.6531,77,51,0
124.765594,124.87809,76,54,0
124.87809,124.990585,77,54,0
124.990585,125.10308,76,50,0
125.21557,125.328064,74,54,0
125.328064,125.44056,76,54,0
125.44056,125.553055,74,53,0
125.553055,125.68296,72,79,0
125.66131,125.79122,67,72,0
125.76957,125.899475,69,76,0
125.87782,126.00773,71,73,0
125.986084,126.11599,72,79,0
126.09434,126.22424,74,75,0
126.20259,126.332504,76,80,0
126.31085,126.44076,77,74,0
126.419106,126.54901,79,78,0
126.52736,126.65727,81,74,0
126.63562,126.765526,83,79,0
126.74387,126.852135,84,72,0
126.852135,126.96462,79,75,0
127.07712,127.1967,79,72,0
127.42869,127.5411,79,54,0
127.5411,127.65351,81,54,0
127.65351,127.76592,79,51,0
127.87833,127.99074,77,54,0
127.99074,128.10315,79,54,0
128.10315,128.21556,77,50,0
128.32797,128.44038,76,54,0
128.44038,128.5528,77,54,0
128.5528,128.6652,76,51,0
128.7776,128.89001,74,54,0
128.89001,129.00243,76,54,0
129.00243,129.11484,74,51,0
129.11484,129.79361,72,81,0
129.79361,129.90186,74,73,0
129.90186,130.01012,76,68,0
130.01012,130.12561,77,82,0
130.2411,130.67413,77,79,0
130.67413,130.78238,79,76,0
130.78238,130.89064,81,71,0
130.89064,131.10715,79,83,0
131.10715,131.32367,76,78,0
131.32367,131.43616,84,81,0
131.54866,131.66115,84,79,0
131.77364,131.88234,86,78,0
131.88234,131.99103,84,71,0
131.99103,132.09973,83,74,0
132.09973,132.20299,81,68,0
132.20842,132.32309,81,69,0
132.32309,132.43774,79,63,0
132.43774,132.57481,77,67,0
132.57481,132.71187,76,64,0
132.71187,133.37814,79,68,0
133.37814,133.60023,76,67,0
133.60023,134.0517,74,61,0
134.5152,134.73874,73,60,0
134.73874,134.9623,74,56,0
134.9623,135.07054,72,55,0
135.07054,135.1788,71,52,0
135.1788,135.28706,69,55,0
135.28706,135.39531,67,53,0
135.39531,135.61887,73,61,0
135.61887,135.8424,74,59,0
135.8424,135.95067,72,55,0
135.95067,136.05891,71,52,0
136.05891,136.18105,69,55,0
136.18105,136.30318,67,53,0
136.30318,136.53494,75,64,0
136.53494,136.75977,76,60,0
136.75977,136.87218,76,63,0
136.98459,137.097,76,57,0
137.20941,137.65405,76,63,0
137.97397,138.08061,69,64,0
138.08061,138.73373,81,82,0
138.73373,138.8063,79,72,0
138.8063,138.87888,78,69,0
138.87888,138.95145,76,66,0
138.95145,139.19041,74,80,0
139.19041,139.30438,86,75,0
139.41837,139.53235,86,78,0
139.64633,139.76651,86,74,0
139.88667,140.45859,86,85,0
140.45859,140.57877,83,70,0
140.57877,140.69894,86,73,0
140.69894,140.8191,83,70,0
140.8191,141.27084,79,72,0
141.74376,141.96858,73,60,0
141.96858,142.19339,74,58,0
142.19339,142.30165,72,54,0
142.30165,142.40991,71,51,0
142.40991,142.51816,69,54,0
142.51816,142.62642,67,52,0
142.62642,142.73747,73,54,0
142.73747,142.84851,74,53,0
142.84851,142.95956,76,55,0
142.95956,143.0706,74,57,0
143.0706,143.17886,72,56,0
143.17886,143.28711,71,55,0
143.28711,143.40924,69,54,0
143.40924,143.53137,67,54,0
143.53137,143.76021,75,64,0
143.76021,143.98332,76,63,0
143.98904,144.10345,76,63,0
144.21788,144.33229,76,60,0
144.4467,144.90111,76,63,0
145.33351,145.46324,81,77,0
145.44162,145.57133,83,71,0
145.54971,145.67944,84,77,0
145.65782,145.78754,83,72,0
145.76591,145.89565,81,78,0
145.87402,146.00374,79,74,0
145.98212,146.11183,78,78,0
146.09023,146.21994,76,73,0
146.19832,146.32803,74,73,0
146.30643,146.43614,78,75,0
146.41452,146.54424,81,77,0
146.52261,146.65234,79,72,0
146.63072,146.76044,78,75,0
146.73882,146.86855,76,72,0
146.84692,146.97664,74,74,0
146.95502,147.08577,72,67,0
147.06313,147.28961,71,78,0
147.51608,147.57271,72,67,0
147.57271,147.62933,74,63,0
147.62933,147.68596,72,67,0
147.68596,147.74257,74,63,0
147.74257,147.7992,72,67,0
147.81807,147.89355,71,76,0
147.89355,147.96906,72,72,0
147.96906,148.18556,74,81,0
148.69077,148.77324,76,53,0
148.77324,148.84541,78,53,0
148.84541,149.27844,79,61,0
149.27844,149.60321,79,56,0
149.60321,149.71147,79,54,0
149.71147,150.1445,79,56,0
150.1445,150.25275,78,55,0
150.25275,150.36101,76,52,0
150.36101,150.46927,74,53,0
150.46927,150.57751,72,51,0
150.57751,150.7996,71,77,0
151.0217,151.07722,72,67,0
151.07722,151.13275,74,63,0
151.13275,151.18826,72,67,0
151.18826,151.24379,74,63,0
151.24379,151.29932,72,67,0
151.31783,151.39185,71,76,0
151.39185,151.46588,72,72,0
151.46588,151.68239,74,82,0
152.18759,152.26724,76,53,0
152.26724,152.34691,78,51,0
152.34691,152.77992,79,61,0
152.77992,153.10469,79,55,0
153.10469,153.21295,79,54,0
153.21295,153.64598,79,55,0
153.64598,153.75424,78,54,0
153.75424,153.86249,76,53,0
153.86249,153.97075,74,54,0
153.97075,154.07901,72,50,0
154.07901,154.19528,71,79,0
154.31157,154.44147,79,70,0
154.41982,154.54973,81,72,0
154.52808,154.65799,83,76,0
154.63634,154.76624,81,72,0
154.74458,154.8745,79,77,0
154.85284,154.98276,78,72,0
154.9611,155.091,76,77,0
155.06935,155.19986,74,72,0
155.17807,155.30919,72,77,0
155.28726,155.41898,71,72,0
155.39691,155.52931,69,74,0
155.50725,155.64027,67,72,0
155.61806,155.75171,66,75,0
155.72935,155.86618,64,69,0
155.8416,156.08734,62,81,0
156.33308,157.25702,60,89,0
157.25702,157.71898,59,72,0
157.94997,158.05821,57,55,0
158.16647,158.27473,60,55,0
158.38298,158.49124,64,53,0
158.5995,158.81601,68,55,0
158.81601,159.03253,69,53,0
159.03253,159.25839,72,55,0
159.25839,159.48427,76,54,0
159.48427,159.71683,76,63,0
159.71683,159.93,67,55,0
159.94939,160.85309,67,55,0
160.85309,161.07808,71,56,0
161.07808,161.30307,69,54,0
160.85309,161.30307,66,56,0
161.30307,161.76819,67,54,0
162.2333,162.44981,74,75,0
162.44981,162.66634,71,67,0
162.66634,162.88284,79,54,0
162.88284,162.9925,78,53,0
163.10214,163.21179,76,51,0
163.32144,163.43109,74,49,0
163.54074,163.65039,72,48,0
163.76004,163.86969,71,50,0
163.97934,164.20142,69,53,0
164.42351,164.6456,71,54,0
164.86769,165.09125,74,58,0
165.09125,165.31479,73,54,0
165.31479,165.53833,72,51,0
165.76189,165.9784,71,51,0
165.9784,166.19492,72,54,0
166.19492,166.41142,74,57,0
166.41142,166.51968,75,59,0
166.62793,166.69456,76,49,0
166.69456,166.76118,78,51,0
166.76118,166.82782,76,54,0
166.82782,166.89444,78,56,0
166.89444,166.96107,76,58,0
166.96107,167.06932,78,62,0
167.06932,167.17758,79,68,0
167.28584,167.39409,78,64,0
167.50235,167.61061,76,63,0
