start_time,end_time,note_value,velocity,instrument_program_number
66.11074,66.20923,69,55,0
66.307724,66.72423,72,64,0
66.307724,66.72423,69,54,0
66.72423,66.88236,75,59,0
66.72423,66.88236,72,49,0
66.935074,67.043785,75,54,0
67.033905,67.14262,73,49,0
67.13273,67.24144,72,49,0
67.23156,67.34027,70,51,0
67.33038,67.439095,69,50,0
67.429214,67.537926,70,48,0
67.52804,67.637215,72,46,0
67.62687,67.73033,70,45,0
67.73033,67.83904,75,54,0
67.829155,67.93787,73,49,0
67.927986,68.0367,72,49,0
68.02681,68.13552,70,51,0
68.12564,68.23435,69,50,0
68.224464,68.333176,70,48,0
68.323296,68.43357,72,46,0
68.42212,68.5366,70,45,0
68.5366,68.63459,82,66,0
68.73259,69.161125,82,57,0
69.161125,69.3837,76,45,0
69.161125,69.3837,70,38,0
69.3837,69.81065,79,51,0
69.3837,69.81065,70,43,0
69.81065,69.98156,77,46,0
69.81065,69.98156,69,39,0
70.03853,70.14439,65,60,0
70.250244,70.34873,74,66,0
70.250244,70.34873,65,55,0
70.44722,70.86373,74,64,0
70.44722,70.86373,65,54,0
70.86373,71.021866,70,59,0
70.86373,71.021866,62,49,0
71.07458,71.17307,75,66,0
71.07458,71.17307,67,55,0
71.27156,71.688065,75,64,0
71.27156,71.688065,67,54,0
71.688065,71.84621,72,59,0
71.688065,71.84621,63,49,0
71.89892,72.09864,67,65,0
72.09864,72.30118,70,59,0
72.30118,72.50089,69,65,0
72.50089,72.70273,72,59,0
72.70273,72.80155,70,63,0
72.80155,72.90038,69,56,0
72.90038,72.99921,70,56,0
72.99921,73.10342,72,56,0
73.10342,73.21016,70,62,0
73.316895,73.41755,70,59,0
73.518196,73.616684,77,66,0
73.518196,73.616684,74,55,0
73.71518,74.13168,77,64,0
73.71518,74.13168,74,54,0
74.13168,74.28982,74,59,0
74.13168,74.28982,70,49,0
74.34254,74.441025,79,66,0
74.34254,74.441025,75,55,0
74.53951,74.95602,79,64,0
74.53951,74.95602,75,54,0
74.95602,75.11416,75,59,0
74.95602,75.11416,72,49,0
75.16687,75.36659,70,65,0
75.36659,75.56913,74,59,0
75.56913,75.76885,72,65,0
75.76885,75.97068,75,59,0
75.97068,76.0695,74,63,0
76.0695,76.168335,72,59,0
76.168335,76.26716,74,59,0
76.26716,76.37137,75,59,0
76.37137,76.47228,74,66,0
76.573204,76.67412,70,46,0
76.77503,76.875946,79,53,0
76.97686,77.17869,79,46,0
77.17869,77.38052,75,50,0
77.38052,77.59047,72,46,0
77.59047,77.99273,71,51,0
77.99273,78.193855,72,46,0
78.193855,78.29732,79,50,0
78.40078,78.50948,76,51,0
78.4996,78.608315,77,46,0
78.598434,78.70714,79,46,0
78.69726,78.80597,77,48,0
78.79609,78.90479,75,47,0
78.89491,79.003624,74,45,0
78.993744,79.10291,72,44,0
79.09257,79.20588,70,42,0
79.19603,79.58999,69,49,0
79.58999,79.78697,70,46,0
79.78697,79.888596,77,49,0
79.99003,80.097694,82,61,0
80.08788,80.19592,81,60,0
80.18607,80.2945,79,58,0
80.28462,80.39349,77,57,0
80.383575,80.49284,75,56,0
80.48289,80.592545,74,54,0
80.58256,80.692665,72,53,0
80.68265,80.78275,70,50,0
80.78275,80.890785,79,58,0
80.880936,80.98935,77,57,0
80.97947,81.088326,75,55,0
81.07841,81.18765,74,53,0
81.177704,81.287346,72,52,0
81.27736,81.38745,70,50,0
81.37743,81.48793,69,48,0
81.47787,81.5786,67,47,0
81.5786,81.67986,65,50,0
81.67986,81.781136,70,46,0
81.781136,81.8824,74,46,0
81.8824,81.95835,77,46,0
81.98367,82.088646,77,50,0
82.088646,82.19363,75,44,0
82.19363,82.31764,74,44,0
82.31764,82.41065,72,44,0
82.44166,82.90009,72,47,0
82.90009,83.07589,70,40,0
83.13449,83.24035,65,60,0
83.34621,83.444695,77,66,0
83.34621,83.444695,74,55,0
83.54318,83.95969,77,64,0
83.54318,83.95969,74,54,0
83.95969,84.11783,80,59,0
83.95969,84.11783,77,49,0
84.17054,84.26903,74,66,0
84.17054,84.26903,71,55,0
84.367516,84.78403,74,64,0
84.367516,84.78403,71,54,0
84.78403,84.94216,77,59,0
84.78403,84.94216,74,49,0
84.99487,85.09337,75,66,0
84.99487,85.09337,72,55,0
85.19186,85.60836,75,64,0
85.19186,85.60836,72,54,0
85.60836,85.7665,79,59,0
85.60836,85.7665,75,49,0
85.819214,85.9177,72,66,0
85.819214,85.9177,69,55,0
86.01619,86.43269,72,64,0
86.01619,86.43269,69,54,0
86.43269,86.590836,75,59,0
86.43269,86.590836,72,49,0
86.64355,86.75226,75,54,0
86.74238,86.85108,73,49,0
86.8412,86.94991,72,49,0
86.94003,87.04874,70,51,0
87.03886,87.14757,69,50,0
87.13769,87.24639,70,48,0
87.23651,87.34569,72,46,0
87.33534,87.438805,70,45,0
87.438805,87.54751,75,54,0
87.53763,87.64634,73,49,0
87.63646,87.74516,72,49,0
87.73528,87.843994,70,51,0
87.834114,87.94282,69,50,0
87.93294,88.04165,70,48,0
88.03177,88.14363,72,46,0
88.13059,88.260994,70,45,0
88.260994,88.358986,82,66,0
88.456985,88.88552,82,57,0
88.88552,89.10809,76,45,0
88.88552,89.10809,70,38,0
89.10809,89.53505,79,51,0
89.10809,89.53505,70,43,0
89.53505,89.705956,77,46,0
89.53505,89.705956,69,39,0
89.762924,89.86878,65,60,0
89.97464,90.07313,74,66,0
89.97464,90.07313,65,55,0
90.171616,90.58812,74,64,0
90.171616,90.58812,65,54,0
90.58812,90.74626,70,59,0
90.58812,90.74626,62,49,0
90.79897,90.89746,75,66,0
90.79897,90.89746,67,55,0
90.99596,91.41246,75,64,0
90.99596,91.41246,67,54,0
91.41246,91.570595,72,59,0
91.41246,91.570595,63,49,0
91.623314,91.82303,67,65,0
91.82303,92.02557,70,59,0
92.02557,92.22529,69,65,0
92.22529,92.427124,72,59,0
92.427124,92.52595,70,63,0
92.52595,92.62478,69,56,0
92.62478,92.7236,70,56,0
92.7236,92.832275,72,56,0
92.832275,92.94095,70,62,0
93.04126,93.14157,70,59,0
93.24189,93.34038,77,66,0
93.24189,93.34038,74,55,0
93.438866,93.85537,77,64,0
93.438866,93.85537,74,54,0
93.85537,94.01351,74,59,0
93.85537,94.01351,70,49,0
94.06622,94.16472,79,66,0
94.06622,94.16472,75,55,0
94.26321,94.67971,79,64,0
94.26321,94.67971,75,54,0
94.67971,94.837845,75,59,0
94.67971,94.837845,72,49,0
94.890564,95.09028,70,65,0
95.09028,95.29282,74,59,0
95.29282,95.49254,72,65,0
95.49254,95.694374,75,59,0
95.694374,95.7932,74,63,0
95.7932,95.89203,72,59,0
95.89203,95.99085,74,59,0
95.99085,96.09506,75,59,0
96.09506,96.19598,74,66,0
96.29689,96.397804,70,46,0
96.498726,96.59964,79,53,0
96.700554,96.90238,79,46,0
96.90238,97.10421,75,50,0
97.10421,97.31416,72,46,0
97.31416,97.716415,71,51,0
97.716415,97.91754,72,46,0
97.91754,98.021,79,50,0
98.124466,98.23318,76,51,0
98.2233,98.33201,77,46,0
98.32212,98.43083,79,46,0
98.42095,98.52966,77,48,0
98.519775,98.62849,75,47,0
98.61861,98.72732,74,45,0
98.71743,98.82661,72,44,0
98.81626,98.92957,70,42,0
98.91972,99.31368,69,49,0
99.31368,99.51066,70,46,0
99.51066,99.61229,77,49,0
99.71372,99.82139,82,61,0
99.81157,99.91962,81,60,0
99.90977,100.018196,79,58,0
100.008316,100.11719,77,57,0
100.10727,100.21653,75,56,0
100.20658,100.31624,74,54,0
100.30625,100.41636,72,53,0
100.40634,100.50644,70,50,0
100.50644,100.61447,79,58,0
100.60462,100.71304,77,57,0
100.703156,100.81201,75,55,0
100.80209,100.91135,74,53,0
100.9014,101.01104,72,52,0
101.00105,101.111145,70,50,0
101.10112,101.21162,69,48,0
101.20156,101.302284,67,47,0
101.302284,101.40356,65,50,0
101.40356,101.50482,70,46,0
101.50482,101.606094,74,46,0
101.606094,101.682045,77,46,0
101.70737,101.81234,77,50,0
101.81234,101.91731,75,44,0
101.91731,102.04659,74,44,0
102.04659,102.14355,72,44,0
102.17587,102.6343,72,47,0
102.6343,102.8101,70,40,0
102.8687,102.980415,70,38,0
102.980415,103.092125,72,43,0
103.092125,103.53148,74,47,0
103.74654,103.854065,74,46,0
103.854065,103.961586,75,48,0
103.961586,104.40509,77,50,0
104.62341,104.732574,77,53,0
104.732574,104.84881,79,55,0
104.84881,105.06549,80,62,0
105.06549,105.28218,77,54,0
105.28218,105.49886,74,53,0
105.49886,105.72316,70,52,0
105.72316,105.94317,69,40,0
105.94317,106.16317,70,43,0
106.16317,106.38835,68,40,0
106.38835,106.613525,65,37,0
106.613525,106.718,63,39,0
106.82248,106.926956,63,36,0
107.03144,107.13368,63,35,0
107.23592,107.34234,63,35,0
107.448746,107.55147,72,41,0
107.65418,107.756905,72,37,0
107.85962,107.96234,72,37,0
108.06506,108.170685,72,37,0
108.27631,108.38117,65,40,0
108.48603,108.59089,65,37,0
108.69575,108.79846,70,40,0
108.901184,109.00566,70,37,0
109.11014,109.315575,68,36,0
109.315575,109.46966,67,39,0
109.52101,109.62413,65,42,0
109.72724,109.83036,63,45,0
109.93347,110.03638,79,48,0
110.13929,110.24039,79,43,0
110.341484,110.44258,78,48,0
110.543686,110.64719,77,43,0
110.750694,110.85192,76,48,0
110.95315,111.05438,75,46,0
111.15561,111.256836,74,49,0
111.35806,111.46195,73,42,0
111.565834,111.66706,72,45,0
111.76829,111.86952,72,40,0
111.97075,112.071976,77,48,0
112.1732,112.2799,77,43,0
112.38659,112.80299,70,50,0
113.24374,113.34746,63,39,0
113.45118,113.5549,63,36,0
113.658615,113.7605,63,35,0
113.86238,113.96826,63,35,0
114.07414,114.176025,72,41,0
114.2779,114.37978,72,37,0
114.48167,114.58355,72,37,0
114.68543,114.7905,72,37,0
114.89556,114.99891,65,40,0
115.10226,115.205605,65,37,0
115.30895,115.41048,70,40,0
115.512,115.61724,70,37,0
115.72248,115.92552,68,36,0
115.92552,116.07781,67,39,0
116.12857,116.23168,65,42,0
116.3348,116.43791,63,45,0
116.54102,116.64543,79,48,0
116.74984,116.85152,79,43,0
116.953186,117.05486,78,48,0
117.15653,117.26004,77,43,0
117.36355,117.464195,76,48,0
117.56485,117.6655,75,46,0
117.76615,117.8668,74,49,0
117.96745,118.071335,73,42,0
118.175224,118.2769,72,45,0
118.37857,118.48025,72,40,0
118.58192,118.68359,77,48,0
118.78527,118.89196,77,43,0
118.99866,119.41506,70,50,0
120.067696,120.27439,70,35,0
120.27439,120.477585,73,40,0
120.477585,120.680786,76,44,0
120.680786,120.88252,79,48,0
120.88252,121.08426,73,45,0
121.08426,121.28599,72,42,0
121.28599,121.492546,70,39,0
121.492546,121.69574,69,35,0
121.69574,121.89748,68,37,0
121.89748,122.09921,74,40,0
122.09921,122.30095,75,42,0
122.30095,122.50414,77,44,0
122.50414,122.707344,71,40,0
122.707344,122.91054,70,39,0
122.91054,123.1223,68,39,0
123.1223,123.32475,67,47,0
123.32475,123.527214,66,42,0
123.527214,123.72967,65,48,0
123.72967,123.93212,70,44,0
123.93212,124.13606,63,52,0
124.13606,124.34001,69,46,0
124.34001,124.5447,62,54,0
124.5447,124.75405,63,45,0
124.5447,124.75405,66,45,0
124.75405,124.9595,65,49,0
124.75405,124.9595,62,49,0
124.9595,125.164955,66,40,0
124.9595,125.164955,63,40,0
125.164955,125.37041,65,48,0
125.164955,125.37041,62,48,0
125.37041,125.57586,66,40,0
125.37041,125.57586,63,40,0
125.57586,125.782974,65,41,0
125.57586,125.782974,62,41,0
125.782974,125.991325,67,35,0
125.782974,125.991325,63,35,0
125.991325,126.20102,68,35,0
125.991325,126.20102,65,35,0
126.20102,126.41202,65,35,0
126.20102,126.41202,62,35,0
126.41202,126.514366,63,39,0
126.616714,126.71906,63,36,0
126.8214,126.92264,63,35,0
127.023865,127.129745,63,35,0
127.23563,127.33685,72,41,0
127.43808,127.53931,72,37,0
127.64053,127.74176,72,37,0
127.842995,127.94806,72,37,0
128.05312,128.15509,65,40,0
128.25706,128.35904,65,37,0
128.461,128.56224,70,40,0
128.66347,128.76756,70,37,0
128.87166,129.07326,68,36,0
129.07326,129.22447,67,39,0
129.27487,129.37799,65,42,0
129.48111,129.58421,63,45,0
129.68733,129.7906,72,48,0
129.89389,129.99498,84,43,0
130.09608,130.19719,83,48,0
130.29828,130.4018,82,43,0
130.5053,130.60652,81,48,0
130.70775,130.80898,80,46,0
130.9102,131.01143,79,49,0
131.11266,131.21655,78,42,0
131.32043,131.42166,77,45,0
131.52289,131.62411,77,40,0
131.72534,131.82657,82,48,0
131.9278,132.0345,82,43,0
132.14119,132.5576,75,50,0
133.20715,133.41385,70,35,0
133.41385,133.61705,73,40,0
133.61705,133.82024,76,44,0
133.82024,134.02197,79,48,0
134.02197,134.22371,73,45,0
134.22371,134.42545,72,42,0
134.42545,134.63054,70,39,0
134.63054,134.83372,69,35,0
134.83372,135.03546,68,37,0
135.03546,135.2372,74,40,0
135.2372,135.43893,75,42,0
135.43893,135.64214,77,44,0
135.64214,135.84532,71,40,0
135.84532,136.04852,70,39,0
136.04852,136.26028,68,39,0
136.26028,136.46274,67,47,0
136.46274,136.66519,66,42,0
136.66519,136.86766,65,48,0
136.86766,137.07011,70,44,0
137.07011,137.27405,63,52,0
137.27405,137.478,69,46,0
137.478,137.6827,62,54,0
137.6827,137.89204,63,45,0
137.6827,137.89204,66,45,0
137.89204,138.09749,65,49,0
137.89204,138.09749,62,49,0
138.09749,138.30295,66,40,0
138.09749,138.30295,63,40,0
138.30295,138.50839,65,48,0
138.30295,138.50839,62,48,0
138.50839,138.71385,66,40,0
138.50839,138.71385,63,40,0
138.71385,138.92096,65,41,0
138.71385,138.92096,62,41,0
138.92096,139.12932,67,35,0
138.92096,139.12932,63,35,0
139.12932,139.339,68,35,0
139.12932,139.339,65,35,0
139.339,139.55,65,35,0
139.339,139.55,62,35,0
139.55,139.65236,63,39,0
139.7547,139.85704,63,36,0
139.9594,140.06062,63,35,0
140.16185,140.26773,63,35,0
140.37361,140.47484,72,41,0
140.57607,140.67729,72,37,0
140.77852,140.87975,72,37,0
140.98097,141.08604,72,37,0
141.1911,141.29308,65,40,0
141.39505,141.49702,65,37,0
141.599,141.70023,70,40,0
141.80145,141.90555,70,37,0
142.00964,142.21126,68,36,0
142.21126,142.36246,67,39,0
142.41287,142.51598,65,42,0
142.6191,142.72221,63,45,0
142.82532,142.9286,72,48,0
143.03188,143.13354,84,43,0
143.23523,143.3369,83,48,0
143.43857,143.54208,82,43,0
143.64558,143.74692,81,48,0
143.84825,143.94957,80,46,0
144.0509,144.15224,79,49,0
144.25357,144.35745,78,42,0
144.46133,144.56256,77,45,0
144.66379,144.76503,77,40,0
144.86626,144.96748,82,48,0
145.06871,145.1754,82,43,0
145.28209,145.6985,75,50,0
146.73193,146.94008,71,37,0
146.93018,147.13893,72,39,0
147.12895,147.3385,74,40,0
147.32849,147.5388,75,42,0
147.52876,147.72975,76,44,0
147.72975,147.83057,77,46,0
147.9311,148.13623,89,54,0
148.12643,148.33247,88,50,0
148.32246,148.53221,87,52,0
148.52246,148.72769,86,53,0
148.71785,148.92435,84,55,0
148.9145,149.12135,82,57,0
149.1113,149.31161,80,59,0
149.31161,149.40999,79,59,0
149.50838,149.60991,87,51,0
149.71143,149.80981,77,58,0
149.9082,150.00972,86,51,0
150.11125,150.20964,75,60,0
150.30801,150.40918,84,52,0
150.51035,150.60872,74,60,0
150.7071,150.80899,82,53,0
151.1097,151.30852,82,51,0
151.30852,151.50734,79,59,0
151.50734,151.71478,76,51,0
151.71478,151.91429,77,59,0
151.91429,152.1138,81,49,0
152.1138,152.21355,84,61,0
152.3133,152.41306,84,51,0
